證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1727","中華化","19,180","248,840","12.95","13.10","12.95","13.10","+0.15","19"
"1730","花仙子","399,277","31,646,677","78.00","80.10","78.00","80.10","+2.30","324"
"1731","美吾華","126,104","1,680,793","13.50","13.50","13.25","13.30"," 0.00","61"
"1732","毛寶","30,000","315,500","10.65","10.65","10.50","10.50"," 0.00","14"
"1733","五鼎","161,027","5,123,414","31.75","31.95","31.75","31.75","+0.05","129"
"1734","杏輝","156,198","2,990,147","19.20","19.40","19.00","19.20"," 0.00","101"
"1735","日勝化","5,151","78,644","15.30","15.35","15.20","15.35","+0.15","7"
"1736","喬山","2,856,231","142,300,276","50.00","51.00","48.95","49.70","+0.20","1,951"
"1737","臺鹽","1,366,817","45,402,780","32.30","33.70","32.30","33.55","+1.45","783"
"1760","寶齡富錦","450,003","42,913,785","95.50","96.50","94.60","95.00"," 0.00","374"
"1762","中化生","140,501","3,457,673","24.90","24.90","24.45","24.50","-0.20","101"
"1773","勝一","74,503","6,167,350","83.00","83.60","82.50","82.50","-0.20","53"
"1776","展宇","17,000","289,050","17.20","17.20","16.95","17.00","+0.45","10"
"1783","和康生","98,001","2,268,523","23.30","23.45","23.00","23.05","-0.25","70"
"1786","科妍","149,614","9,088,119","59.50","61.70","59.50","61.10","-0.10","131"
"1789","神隆","392,912","9,415,788","23.80","24.20","23.50","24.00","+0.50","271"
"1802","台玻","968,697","11,555,555","11.80","12.00","11.80","11.90","+0.10","382"
"1805","寶徠","12,000","114,740","9.20","9.85","9.20","9.68","+0.03","11"
"1806","冠軍","149,177","944,096","6.33","6.38","6.30","6.38","+0.04","56"
"1808","潤隆","583,730","36,233,442","62.10","62.40","61.80","62.00"," 0.00","411"
"1809","中釉","229,578","2,342,765","10.35","10.35","10.15","10.20","-0.10","91"
"1810","和成","52,600","409,938","7.78","7.84","7.76","7.78","-0.03","28"
"1817","凱撒衛","55,000","2,080,500","38.00","38.00","37.75","38.00"," 0.00","36"
"1902","台紙","130,037","2,393,724","18.50","18.55","18.20","18.40","-0.10","66"
"1903","士紙","29,046","947,032","32.45","32.80","32.25","32.25","-0.20","38"
"1904","正隆","1,397,997","26,998,325","19.30","19.45","19.20","19.35","+0.10","659"
"1905","華紙","301,080","2,859,689","9.47","9.57","9.47","9.51","+0.04","109"
"1906","寶隆","58,000","789,750","13.65","13.70","13.55","13.65"," 0.00","35"
"1907","永豐餘","807,176","9,304,321","11.50","11.60","11.45","11.50","+0.05","274"
"1909","榮成","2,216,904","35,024,733","15.65","16.00","15.65","15.70","+0.20","1,079"
"2002","中鋼","11,420,781","276,432,698","24.15","24.40","24.10","24.20","+0.20","3,386"
"2002A","中鋼特","7,000","324,950","46.40","46.45","46.40","46.45"," 0.00","6"
"2006","東和鋼鐵","939,857","20,771,736","22.15","22.30","21.95","22.10","+0.10","575"
"2007","燁興","14,005","68,004","4.85","4.86","4.85","4.86"," 0.00","10"
"2008","高興昌","22","269","0.00","0.00","0.00","0.00"," 0.00","1"
"2009","第一銅","285,850","2,864,668","10.05","10.10","9.97","10.05"," 0.00","112"
"2010","春源","175,013","1,819,981","10.45","10.45","10.35","10.40"," 0.00","63"
"2012","春雨","24,101","564,752","23.70","23.70","23.30","23.35","+0.05","24"
"2013","中鋼構","790,600","20,343,408","25.10","26.30","25.10","25.50","+0.50","534"
"2014","中鴻","3,917,142","42,412,061","10.95","10.95","10.75","10.80","-0.05","1,017"
"2015","豐興","319,806","19,869,608","62.10","62.30","62.00","62.10","+0.10","180"
"2017","官田鋼","107,754","866,650","8.02","8.08","8.02","8.08","+0.07","41"
"2020","美亞","319,883","5,303,428","16.65","16.65","16.50","16.50","-0.10","125"
"2022","聚亨","1,210,593","7,983,100","6.58","6.62","6.55","6.56","+0.05","316"
"2023","燁輝","1,127,761","10,381,597","9.20","9.29","9.15","9.15","-0.06","480"
"2024","志聯","32,325","340,561","10.60","10.60","10.50","10.50","-0.10","18"
"2025","千興","134,001","245,791","1.87","1.87","1.74","1.76","-0.06","18"
"2027","大成鋼","6,230,814","276,208,668","43.90","44.80","43.85","43.95","+0.05","2,948"
"2028","威致","89,251","827,441","9.23","9.34","9.21","9.28","+0.07","38"
"2029","盛餘","58,628","1,090,114","18.60","18.70","18.55","18.65","+0.05","44"
"2030","彰源","421,863","5,368,601","12.75","12.75","12.65","12.75","+0.05","100"
"2031","新光鋼","2,012,982","62,344,290","30.20","31.40","30.15","30.70","+0.80","1,210"
"2032","新鋼","20,260","179,187","8.77","8.87","8.77","8.85","+0.08","12"
"2033","佳大","64,006","638,319","9.90","10.20","9.87","9.91","+0.16","41"
"2034","允強","264,221","6,948,658","26.40","26.45","26.20","26.35","+0.10","139"
"2038","海光","46,003","343,892","7.48","7.51","7.44","7.44","-0.01","33"
"2049","上銀","2,661,393","654,174,678","250.50","251.00","242.50","245.00"," 0.00","1,979"
"2059","川湖","106,110","31,981,050","304.00","305.50","300.00","302.50","+1.50","106"
"2062","橋椿","212,200","7,306,979","34.90","34.90","34.20","34.65","+0.25","94"
"2069","運錩","351,295","8,309,441","23.80","23.85","23.50","23.60","-0.20","184"
"2101","南港","1,654,266","57,231,448","35.30","35.30","34.00","34.55","+0.05","750"
"2102","泰豐","3,333,552","43,062,700","13.20","13.40","12.70","12.70","-0.35","1,142"
"2103","台橡","508,318","13,854,396","27.00","27.50","27.00","27.15","+0.20","352"
"2104","國際中橡","7,117,425","265,013,521","37.85","37.85","36.85","37.35","-0.50","3,763"
"2105","正新","3,188,913","125,311,740","39.10","39.60","38.75","39.35","+0.70","2,251"
"2106","建大","372,336","10,603,826","28.40","28.60","28.35","28.50","+0.10","264"
"2107","厚生","212,178","3,672,715","17.30","17.45","17.20","17.30"," 0.00","145"
"2108","南帝","1,129,121","38,462,635","34.80","35.00","33.60","33.85","-0.85","676"
"2109","華豐","124,798","1,321,516","10.65","10.65","10.55","10.60","-0.40","70"
"2114","鑫永銓","14,400","1,224,059","85.00","85.20","84.80","84.80","+0.20","16"
"2115","六暉-KY","18,000","688,500","38.30","38.30","38.20","38.30","+0.05","9"
"2201","裕隆","28,928,287","653,654,414","22.50","23.05","22.30","22.50","+0.35","8,967"
"2204","中華","1,593,317","44,138,347","27.90","27.95","27.45","27.65","-0.15","717"
"2206","三陽工業","1,406,190","29,720,898","21.30","21.40","20.95","21.00","-0.30","677"
"2207","和泰車","546,618","249,681,544","453.50","459.50","452.00","458.50","+10.00","544"
"2208","台船","4,293,851","115,279,971","25.70","27.40","25.70","27.40","+1.90","2,519"
"2227","裕日車","124,300","31,636,000","250.00","257.00","249.50","253.50","+4.00","116"
"2228","劍麟","100,363","8,350,029","84.40","84.40","82.50","82.90","-1.30","91"
"2231","為升","728,500","196,952,000","280.50","281.00","264.50","268.00","-10.50","629"
"2236","百達-KY","10,000","253,750","25.45","25.50","25.30","25.30"," 0.00","9"
"2239","英利-KY","92,000","10,319,500","109.00","113.00","109.00","113.00","+2.50","84"
"2243","宏旭-KY","35,563","515,385","14.60","14.80","14.40","14.45","-0.05","33"
"2301","光寶科","3,462,784","150,831,644","43.05","43.95","43.05","43.65","+0.70","2,042"
"2302","麗正","37,064","300,796","8.08","8.19","8.08","8.11","+0.03","29"
"2303","聯電","36,419,272","468,417,888","13.05","13.10","12.75","12.75","-0.25","8,666"
"2305","全友","277,331","1,688,635","6.10","6.14","6.03","6.03","-0.07","61"
"2308","台達電","5,290,608","759,448,563","144.00","145.00","142.00","145.00","+2.50","3,112"
"2312","金寶","1,370,169","13,865,546","10.15","10.20","10.10","10.10","-0.05","304"
"2313","華通","6,912,928","163,439,852","24.05","24.20","23.35","23.50","-0.25","3,162"
"2314","台揚","1,011,850","22,848,559","22.45","23.00","22.20","22.40","-0.05","596"
"2316","楠梓電","5,146,149","114,171,028","22.35","22.45","21.85","21.90","+0.10","2,248"
"2317","鴻海","31,140,335","2,340,545,371","75.30","76.10","74.70","75.00","+0.30","13,575"
"2321","東訊","51,100","99,435","1.98","1.98","1.89","1.95","-0.03","10"
"2323","中環","26,136,211","165,861,697","6.52","6.57","6.17","6.25","-0.27","4,471"
"2324","仁寶","5,885,539","110,876,968","18.80","18.95","18.75","18.85","+0.05","2,061"
"2327","國巨","5,257,170","1,323,658,340","253.50","255.50","249.50","251.50","+2.00","4,048"
"2328","廣宇","2,068,352","48,848,498","23.30","24.10","23.30","23.45"," 0.00","1,094"
"2329","華泰","4,667,462","62,064,063","13.60","13.70","13.10","13.30","-0.30","959"
"2330","台積電","47,097,661","11,303,513,908","242.50","243.00","238.00","238.00","-3.50","13,099"
"2331","精英","689,589","8,495,502","12.55","12.65","12.15","12.20","-0.30","326"
"2332","友訊","5,251,970","61,342,248","11.95","11.95","11.50","11.50","-0.25","1,691"
"2337","旺宏","32,115,890","715,490,031","22.25","22.65","22.05","22.10","-0.15","8,738"
"2338","光罩","1,040,069","23,902,155","23.45","23.45","22.70","22.75","-0.35","540"
"2340","光磊","1,852,522","38,320,396","21.00","21.05","20.50","20.50","-0.30","867"
"2342","茂矽","422,169","7,426,547","17.90","18.00","17.40","17.55","-0.35","238"
"2344","華邦電","7,823,316","109,219,692","13.90","14.05","13.90","13.95","+0.10","2,589"
"2345","智邦","6,049,415","720,917,670","122.00","123.00","117.00","118.50","-3.00","3,955"
"2347","聯強","3,222,761","121,228,236","37.40","37.95","37.30","37.65","+0.55","1,608"
"2348","海悅","378,176","15,258,050","41.30","41.30","39.90","40.05","-1.25","287"
"2349","錸德","6,335,699","51,453,235","8.30","8.30","7.99","8.12","-0.09","1,836"
"2351","順德","486,001","30,550,362","64.10","64.60","62.20","62.40","-1.70","342"
"2352","佳世達","3,166,947","59,881,334","18.80","19.05","18.75","18.90","+0.20","1,091"
"2353","宏碁","4,281,395","79,052,145","18.40","18.70","18.30","18.45","+0.20","1,747"
"2354","鴻準","1,528,829","93,304,969","60.80","61.50","60.70","61.00","+0.30","1,093"
"2355","敬鵬","825,675","26,919,650","32.45","32.95","32.15","32.15","-0.30","577"
"2356","英業達","4,944,858","118,825,018","24.05","24.10","23.90","24.10","+0.15","2,213"
"2357","華碩","955,499","207,096,525","216.00","218.50","214.00","218.50","+3.50","737"
"2358","廷鑫","22,001","346,715","15.70","16.00","15.60","15.80","+0.10","17"
"2359","所羅門","934,436","20,335,341","22.10","22.35","21.50","21.55","-0.55","531"
"2360","致茂","1,559,002","204,723,763","132.00","133.00","129.00","129.00","-1.00","884"
"2362","藍天","260,396","7,310,697","27.70","28.30","27.65","28.30","+0.55","186"
"2363","矽統","1,124,303","8,642,211","7.89","7.89","7.61","7.63","-0.12","538"
"2364","倫飛","29,736","83,563","2.85","2.85","2.78","2.78","-0.05","14"
"2365","昆盈","145,132","1,224,386","8.50","8.50","8.38","8.47","+0.02","73"
"2367","燿華","13,605,649","244,758,541","18.80","18.80","17.65","17.65","-1.15","4,983"
"2368","金像電","9,216,230","104,322,063","11.85","11.85","11.00","11.10","-0.80","2,994"
"2369","菱生","1,221,984","10,201,112","8.60","8.65","8.23","8.25","-0.41","666"
"2371","大同","6,052,827","136,780,074","22.40","22.95","22.35","22.65","+0.40","2,139"
"2373","震旦行","40,980","3,906,200","95.30","96.30","94.00","95.30","+1.40","49"
"2374","佳能","192,172","2,520,848","13.15","13.25","13.10","13.10","+0.05","108"
"2375","智寶","754,535","30,894,899","41.20","41.45","40.55","40.75","+0.05","517"
"2376","技嘉","3,325,110","149,744,850","44.30","45.65","44.30","44.75","-0.15","2,038"
"2377","微星","2,277,343","176,362,817","77.10","77.90","76.80","77.90","+0.90","1,524"
"2379","瑞昱","5,319,977","1,082,430,762","210.50","211.50","198.50","206.50","-4.00","3,997"
"2380","虹光","670,962","2,073,858","3.17","3.22","3.00","3.10","-0.07","170"
"2382","廣達","6,816,423","382,310,195","56.40","56.60","55.50","56.30","-0.10","3,347"
"2383","台光電","5,716,239","498,476,932","89.70","90.50","85.20","87.60","-2.30","4,081"
"2385","群光","1,727,121","121,400,397","71.10","71.20","69.70","70.30","-0.50","1,058"
"2387","精元","37,878","665,457","17.70","17.70","17.50","17.60","-0.15","48"
"2388","威盛","3,968,353","134,751,184","32.70","35.35","32.70","33.10","+0.75","2,415"
"2390","云辰","972,828","10,732,308","11.20","11.35","10.85","10.90","-0.25","517"
"2392","正崴","1,426,587","45,671,387","32.15","32.35","31.60","32.10","+0.55","917"
"2393","億光","852,275","23,606,125","27.60","27.90","27.55","27.55","-0.10","429"
"2395","研華","757,261","188,263,445","250.00","251.00","246.00","247.00","-1.50","584"
"2397","友通","1,404,699","118,828,738","80.20","87.90","80.20","87.90","+7.90","923"
"2399","映泰","287,901","2,829,270","9.82","9.91","9.75","9.82","+0.07","150"
"2401","凌陽","813,901","9,478,205","11.55","11.80","11.55","11.55"," 0.00","381"
"2402","毅嘉","533,442","7,633,644","14.50","14.60","14.20","14.20","-0.30","244"
"2404","漢唐","6,561,401","1,013,112,249","158.50","159.50","149.00","149.00","-9.50","4,495"
"2405","浩鑫","610,231","6,657,563","10.85","11.00","10.80","10.85"," 0.00","282"
"2406","國碩","12,696,523","114,984,208","9.25","9.40","8.71","8.82","-0.23","4,525"
"2408","南亞科","7,071,609","430,516,349","60.60","61.30","60.60","60.90","+0.30","3,801"
"2409","友達","34,984,361","335,613,911","9.60","9.68","9.53","9.55","-0.06","6,590"
"2412","中華電","10,262,621","1,145,221,931","111.00","112.00","111.00","111.50","+0.50","3,766"
"2413","環科","133,061","2,624,844","19.65","20.00","19.60","19.70","+0.25","85"
"2414","精技","8,260,901","156,239,902","20.95","21.05","20.90","20.90","-0.05","47"
"2415","錩新","68,341","1,493,114","22.20","22.20","21.65","21.75","-0.25","53"
"2417","圓剛","755,202","8,264,738","11.30","11.30","10.80","10.80","-0.20","357"
"2419","仲琦","1,270,105","25,981,198","20.50","20.70","20.00","20.60","+0.10","746"
"2420","新巨","179,857","6,594,713","36.70","36.85","36.50","36.65","+0.05","124"
"2421","建準","636,970","19,553,071","30.55","30.95","30.35","30.65","+0.25","476"
"2423","固緯","257,084","7,098,146","27.85","28.00","27.50","27.90","+0.05","152"
"2424","隴華","3,002","91,560","30.50","30.50","30.50","30.50"," 0.00","4"
"2425","承啟","374,302","10,252,408","27.45","27.55","27.25","27.35","+0.10","211"
"2426","鼎元","302,038","4,729,740","15.60","15.80","15.60","15.70","+0.10","211"
"2427","三商電","40,006","406,461","10.10","10.20","10.10","10.20"," 0.00","20"
"2428","興勤","216,503","17,461,238","80.40","81.50","79.50","79.50","-0.60","193"
"2429","銘旺科","14,007","208,502","15.70","15.70","14.70","14.70","-1.20","12"
"2430","燦坤","59,158","1,139,025","19.30","19.40","19.15","19.15","-0.15","46"
"2431","聯昌","102,061","963,304","9.55","9.59","9.31","9.38","-0.12","61"
"2433","互盛電","91,620","4,309,577","47.35","47.35","46.80","47.05","+0.05","50"
"2434","統懋","30,884","210,182","6.86","6.94","6.65","6.65","-0.33","17"
"2436","偉詮電","707,340","16,914,433","24.50","24.60","23.65","23.75","-0.65","501"
"2438","翔耀","1,004","7,027","7.00","7.00","7.00","7.00"," 0.00","2"
"2439","美律","5,317,659","836,445,099","162.50","163.50","154.00","161.00","-0.50","3,736"
"2440","太空梭","1","8","0.00","0.00","0.00","0.00"," 0.00","1"
"2441","超豐","351,432","14,153,762","40.15","40.60","40.10","40.50","+0.30","261"
"2442","新美齊","3,328,506","45,429,882","14.00","14.05","13.50","13.65","-0.25","1,220"
"2443","新利虹","155,309","541,069","3.50","3.53","3.45","3.46","-0.12","44"
"2444","兆勁","1,985,367","38,528,485","20.40","20.40","18.40","19.70","-0.70","675"
"2448","晶電","6,470,805","155,073,727","24.20","24.35","23.60","24.00","+0.10","2,728"
"2449","京元電子","19,191,700","503,797,687","26.45","27.35","25.15","27.00","+0.35","8,268"
"2450","神腦","97,401","3,189,310","32.70","32.90","32.65","32.75","+0.05","101"
"2451","創見","345,310","24,153,624","69.40","70.20","69.40","69.80","+0.40","263"
"2453","凌群","928,298","13,755,439","14.80","15.00","14.45","15.00","+0.50","459"
"2454","聯發科","5,080,134","1,471,544,273","291.50","293.00","286.50","290.00","-1.00","3,306"
"2455","全新","6,686,415","500,388,721","76.40","76.80","72.40","76.00","+1.30","4,664"
"2456","奇力新","2,074,286","181,537,082","88.90","89.20","86.50","86.70","-1.00","1,836"
"2457","飛宏","606,643","5,422,457","8.93","9.01","8.85","8.96","+0.03","195"
"2458","義隆","3,212,938","225,670,898","69.00","70.90","68.50","70.60","+2.40","2,198"
"2459","敦吉","45,280","1,739,364","38.55","38.55","38.40","38.45","-0.10","35"
"2460","建通","84,504","846,898","10.10","10.15","9.98","10.15","+0.05","40"
"2461","光群雷","32,134","447,309","14.00","14.00","13.80","13.95","+0.05","21"
"2462","良得電","114,749","3,162,657","27.70","27.70","27.25","27.60","+0.05","62"
"2464","盟立","2,207,602","106,917,804","49.35","49.50","47.90","48.50","-0.50","1,445"
"2465","麗臺","114,282","1,315,812","11.75","11.75","11.45","11.45","-0.05","74"
"2466","冠西電","100,000","3,304,100","33.30","33.55","32.30","32.30","-1.15","63"
"2467","志聖","1,236,712","38,560,447","31.65","31.80","30.35","31.65"," 0.00","701"
"2468","華經","166,494","1,987,745","12.05","12.10","11.80","11.80","-0.25","110"
"2471","資通","51,004","872,918","17.05","17.30","17.05","17.10","+0.05","38"
"2472","立隆電","140,283","5,149,841","37.20","37.20","36.40","36.50","-0.25","124"
"2474","可成","3,237,944","675,240,072","212.00","213.00","205.00","210.50","+0.50","2,309"
"2476","鉅祥","78,322","1,864,512","23.80","23.90","23.75","23.90","+0.05","36"
"2477","美隆電","47,142","1,014,623","21.65","21.65","21.35","21.35","-0.15","30"
"2478","大毅","882,307","40,458,344","46.10","46.35","45.40","45.40","-0.20","688"
"2480","敦陽科","338,642","17,446,628","51.90","52.10","51.10","51.20","-0.70","248"
"2481","強茂","1,729,260","41,241,615","24.00","24.20","23.50","23.90"," 0.00","874"
"2482","連宇","64,002","694,472","10.90","10.90","10.80","10.90","-0.10","31"
"2483","百容","96,100","1,933,520","20.10","20.25","20.05","20.20","+0.10","51"
"2484","希華","315,502","6,017,462","19.05","19.15","19.00","19.10","+0.05","142"
"2485","兆赫","1,016,002","20,112,390","19.85","20.10","19.60","19.65","-0.20","573"
"2486","一詮","359,002","2,885,856","8.09","8.12","7.97","8.05","-0.03","141"
"2488","漢平","404,002","14,918,830","37.30","37.50","36.70","36.90","-0.35","254"
"2489","瑞軒","1,129,952","12,393,062","11.15","11.20","10.90","10.90","-0.25","453"
"2491","吉祥全","28,028","156,912","5.60","5.73","5.56","5.73","+0.14","18"
"2492","華新科","8,550,830","1,416,998,527","166.50","168.50","163.50","163.50","-0.50","5,659"
"2493","揚博","517,469","15,176,834","29.60","29.60","29.15","29.20","-0.40","315"
"2495","普安","375,741","4,813,886","13.00","13.05","12.70","12.70","-0.25","134"
"2496","卓越","14,259","1,157,538","82.00","82.00","80.00","81.80","-0.20","19"
"2497","怡利電","67,503","1,450,013","21.20","21.80","21.20","21.80","+0.60","57"
"2498","宏達電","5,464,317","189,237,002","35.00","35.10","34.10","34.55"," 0.00","3,064"
"2499","東貝","879,018","7,594,904","8.68","8.75","8.59","8.59","-0.09","297"
"2501","國建","1,026,991","25,854,569","25.10","25.35","25.00","25.20","+0.10","604"
"2504","國產","2,856,457","24,920,247","8.86","8.86","8.65","8.68","-0.19","1,046"
"2505","國揚","198,183","2,251,415","11.30","11.45","11.30","11.35","-0.05","94"
"2506","太設","21,276","244,239","11.45","11.50","11.45","11.50"," 0.00","28"
"2509","全坤建","32,039","889,179","28.00","28.00","27.60","27.80","+0.10","30"
"2511","太子","857,832","9,658,414","11.30","11.30","11.20","11.25","-0.05","329"
"2514","龍邦","73,957","1,164,718","15.75","15.80","15.70","15.75","-0.10","43"
"2515","中工","11,387,993","92,862,512","8.16","8.23","8.05","8.21","+0.13","2,722"
"2516","新建","21,008","127,378","6.09","6.09","6.06","6.06","-0.03","17"
"2520","冠德","3,598,602","76,493,722","21.40","21.90","20.85","21.90","+0.45","1,392"
"2524","京城","272,024","7,125,874","26.80","26.80","25.90","25.90","-0.75","138"
"2527","宏璟","100,069","2,123,269","21.35","21.40","21.15","21.15","-0.20","55"
"2528","皇普","140,100","2,223,070","16.00","16.05","15.70","15.85","-0.10","34"
"2530","華建","76,604","1,247,191","16.40","16.45","16.15","16.30","-0.20","55"
"2534","宏盛","4,112,203","83,350,594","20.05","20.55","19.90","20.20","+0.15","1,859"
"2535","達欣工","714,601","15,065,018","21.00","21.20","20.95","21.15","+0.15","293"
"2536","宏普","173,000","3,351,400","19.40","19.45","19.35","19.35","-0.05","60"
"2537","聯上發","577,622","3,911,857","6.81","6.83","6.73","6.83","+0.02","136"
"2538","基泰","415,940","4,804,207","11.60","11.65","11.50","11.50","-0.10","121"
"2539","櫻花建","32,547","959,935","29.50","29.50","29.30","29.50"," 0.00","19"
"2540","愛山林","12,019","298,668","24.85","24.85","24.85","24.85","X0.00","2"
"2542","興富發","1,380,611","66,200,178","47.55","48.25","47.50","47.95","+0.45","950"
"2543","皇昌","1,002","7,514","7.50","7.50","7.50","7.50"," 0.00","3"
"2545","皇翔","114,502","3,147,578","27.45","27.90","27.40","27.55","-0.05","45"
"2546","根基","221,103","7,251,776","32.65","32.90","32.65","32.85","+0.20","134"
"2547","日勝生","548,688","7,163,663","13.10","13.20","12.90","12.90","-0.20","283"
"2548","華固","737,299","57,208,468","77.50","78.80","77.10","78.50","+1.00","683"
"2597","潤弘","46,119","2,637,077","57.00","57.40","57.00","57.20","-0.20","40"
"2601","益航","1,162,234","13,195,029","11.40","11.50","11.25","11.25","-0.10","402"
"2603","長榮","5,821,285","70,419,066","12.10","12.20","12.05","12.05"," 0.00","1,533"
"2605","新興","1,671,199","25,494,080","15.30","15.40","15.05","15.20","-0.10","408"
"2606","裕民","379,981","11,636,161","30.35","30.80","30.35","30.65","+0.30","249"
"2607","榮運","7,074,019","100,552,015","14.45","14.45","14.05","14.20","-0.20","1,674"
"2608","嘉里大榮","316,528","11,361,982","36.00","36.10","35.80","35.85","-0.15","279"
"2609","陽明","1,140,791","9,090,416","7.99","8.00","7.93","7.97","+0.01","379"
"2610","華航","5,107,269","48,479,501","9.35","9.55","9.35","9.51","+0.16","1,837"
"2611","志信","170,543","1,306,260","7.69","7.73","7.61","7.64","-0.04","44"
"2612","中航","176,515","5,316,449","30.30","30.30","30.00","30.15"," 0.00","109"
"2613","中櫃","187,482","2,477,313","13.35","13.35","13.05","13.10","-0.25","98"
"2614","東森","621,169","7,348,643","11.85","11.95","11.70","11.80","-0.05","284"
"2615","萬海","1,402,483","24,030,234","17.00","17.20","16.95","17.10","+0.15","628"
"2616","山隆","27,457","819,219","29.80","29.90","29.80","29.85","+0.05","40"
"2617","台航","435,129","8,268,707","19.10","19.10","18.90","19.05","+0.10","242"
"2618","長榮航","4,280,206","64,163,694","15.05","15.05","14.90","15.00","+0.05","1,188"
"2630","亞航","10,000","212,500","21.25","21.25","21.25","21.25"," 0.00","6"
"2633","台灣高鐵","13,305,041","546,535,484","40.50","41.80","40.20","40.55","+0.40","6,090"
"2634","漢翔","743,400","23,495,466","31.75","31.80","31.50","31.50","-0.05","467"
"2636","台驊投控","258,409","6,480,304","25.10","25.20","25.00","25.10","-0.10","184"
"2637","慧洋-KY","893,744","26,162,593","29.35","29.50","29.20","29.30","-0.20","486"
"2642","宅配通","49,000","1,113,400","22.60","22.85","22.60","22.70","+0.30","34"
"2701","萬企","21,403","271,875","12.70","12.75","12.65","12.75"," 0.00","19"
"2702","華園","189,500","3,405,624","18.15","18.40","17.80","17.80","-0.35","125"
"2704","國賓","85,994","1,852,719","21.55","21.60","21.50","21.55"," 0.00","54"
"2705","六福","2,047,269","14,475,783","7.31","7.40","6.90","6.96","-0.40","691"
"2706","第一店","51,827","744,874","14.40","14.45","14.30","14.40"," 0.00","32"
"2707","晶華","205,525","32,213,736","157.00","157.00","156.50","157.00"," 0.00","145"
"2712","遠雄來","6,000","249,550","41.30","41.95","41.30","41.85","-0.05","5"
"2722","夏都","6,172","151,831","24.60","24.60","24.60","24.60"," 0.00","7"
"2723","美食-KY","233,247","44,137,930","188.00","190.50","186.00","186.00","-2.00","224"
"2727","王品","177,322","14,838,106","84.40","84.40","82.60","84.00","+0.20","157"
"2731","雄獅","41,000","3,496,400","85.00","85.90","85.00","85.10","+0.10","37"
"2739","寒舍","11,100","318,204","28.55","28.80","28.55","28.80","+0.05","9"
"2748","雲品","65,049","3,948,659","61.20","61.20","60.50","60.90","-0.30","45"
"2801","彰銀","31,648,818","597,074,005","18.35","19.10","18.35","19.00","+0.65","5,062"
"2809","京城銀","2,047,301","68,697,405","33.25","33.85","33.20","33.75","+0.65","828"
"2812","台中銀","4,074,085","48,407,311","11.85","11.90","11.80","11.90","+0.05","1,031"
"2816","旺旺保","313,982","6,229,294","19.85","19.95","19.80","19.85","-0.15","110"
"2820","華票","436,084","6,441,137","14.70","14.80","14.70","14.80","+0.10","333"
"2823","中壽","5,347,577","129,356,307","23.95","24.30","23.95","24.25","+0.35","2,272"
"2832","台產","270,629","5,460,852","20.05","20.25","20.05","20.25","+0.20","146"
"2834","臺企銀","18,591,413","231,836,966","12.40","12.50","12.40","12.45","+0.10","2,983"
"2836","高雄銀","252,858","2,418,026","9.59","9.59","9.53","9.53"," 0.00","91"
"2838","聯邦銀","5,991,348","67,394,763","11.10","11.35","11.10","11.25","+0.20","1,496"
"2838A","聯邦銀甲特","48,000","2,628,000","54.70","54.80","54.70","54.80","+0.10","17"
"2841","台開","1,239,690","10,668,863","8.61","8.65","8.58","8.60"," 0.00","380"
"2845","遠東銀","2,962,778","34,625,629","11.65","11.75","11.60","11.75","+0.15","595"
"2849","安泰銀","189,954","2,845,961","15.05","15.10","14.80","14.90","-0.15","84"
"2850","新產","195,490","7,591,385","38.85","38.90","38.70","38.80"," 0.00","116"
"2851","中再保","92,455","1,658,735","17.95","18.00","17.90","17.95"," 0.00","46"
"2852","第一保","210,002","3,086,678","14.80","14.85","14.60","14.70","-0.10","95"
"2855","統一證","528,591","7,100,916","13.45","13.55","13.40","13.40","-0.05","215"
"2867","三商壽","1,492,901","15,150,429","10.10","10.20","10.10","10.20","+0.10","518"
"2880","華南金","11,100,485","222,743,664","20.00","20.15","19.95","20.05","+0.15","2,855"
"2881","富邦金","13,526,621","567,934,060","41.95","42.20","41.80","41.90"," 0.00","4,549"
"2881A","富邦特","225,855","14,721,559","65.20","65.20","65.00","65.20","-0.10","41"
"2881B","富邦金乙特","153,057","9,688,706","63.40","63.40","63.20","63.40"," 0.00","36"
"2882","國泰金","15,683,872","631,309,666","40.25","40.45","40.10","40.20","+0.20","5,628"
"2882A","國泰特","416,553","26,661,234","64.10","64.20","64.00","64.20","+0.10","33"
"2882B","國泰金乙特","480,148","30,059,545","62.60","62.80","62.50","62.80"," 0.00","45"
"2883","開發金","21,299,622","194,498,359","9.12","9.19","9.08","9.16","+0.11","5,378"
"2884","玉山金","15,726,247","398,458,513","25.20","25.50","25.15","25.50","+0.35","3,851"
